Group_0_Coint_0,Group_0_Coint_1,Group_0_Coint_2,Group_0_Coint_3,Group_0_Coint_4,Group_0_Coint_5,Group_0_Coint_6,Group_0_Coint_7,Group_0_Coint_8,Group_0_Coint_9,Group_1_Coint_0,Group_1_Coint_1,Group_1_Coint_2,Group_1_Coint_3,Group_1_Coint_4,Group_1_Coint_5,Group_1_Coint_6,Group_1_Coint_7,Group_1_Coint_8,Group_1_Coint_9,Group_2_Coint_0,Group_2_Coint_1,Group_2_Coint_2,Group_2_Coint_3,Group_2_Coint_4,Group_2_Coint_5,Group_2_Coint_6,Group_2_Coint_7,Group_2_Coint_8,Group_2_Coint_9,Group_3_Coint_0,Group_3_Coint_1,Group_3_Coint_2,Group_3_Coint_3,Group_3_Coint_4,Group_3_Coint_5,Group_3_Coint_6,Group_3_Coint_7,Group_3_Coint_8,Group_3_Coint_9,Group_4_Coint_0,Group_4_Coint_1,Group_4_Coint_2,Group_4_Coint_3,Group_4_Coint_4,Group_4_Coint_5,Group_4_Coint_6,Group_4_Coint_7,Group_4_Coint_8,Group_4_Coint_9,Indep_0,Indep_1,Indep_2,Indep_3,Indep_4
98.42329547123902,98.3923324153163,98.4461474157239,98.58773452973455,98.49737585212502,98.49768631413235,98.36923963456871,98.46956191581779,98.49792469433875,98.422434255945,100.42525618855407,100.451127842141,100.37880705670622,100.37875873439033,100.2783343772873,100.38144642277392,100.38632261606715,100.4290895099394,100.38183781551294,100.38070027536767,97.69514419283561,97.68887262227864,97.61232124393044,97.78154827210753,97.6801036642261,97.73297983790825,97.67794761826205,97.70246046783488,97.65683019221214,97.66138616435974,101.56156607424299,101.64836298445265,101.69915834677899,101.66226754283186,101.55245894490746,101.62853484803216,101.59599096528062,101.75592648674422,101.7104659472499,101.67698246538289,100.66211967579069,100.61757624386445,100.59219145356907,100.62283198637195,100.63143008784192,100.57402642152994,100.65987102795908,100.70725548057818,100.63306880295336,100.63613289556706,100.40170779069702,99.6328900251207,97.42032053636277,99.89176277764508,100.30349470551442
97.21727687044215,97.22060134778724,97.22231860353845,97.32115865003739,97.32164469878785,97.1724654072753,97.15187529560228,97.22924431694011,97.29546648500953,97.26984383567888,98.38481740159345,98.48665109739153,98.31990106802078,98.4549267378535,98.24984002629799,98.3545959844284,98.44467419044119,98.47348084402807,98.32450930972664,98.37234743789288,97.22341721733582,97.20823024647585,97.15499463205165,97.23224115180852,97.21251029875664,97.22940333184363,97.14998410656361,97.16058615819662,97.17277500511628,97.15743485749039,100.93171269215651,101.07598899548053,101.02063895359633,101.01452516933327,100.86211362178521,100.98112445355727,101.01403954757602,101.13168637491013,101.00935827970041,100.98916990615497,101.62122350218816,101.68258333157195,101.62000020137538,101.65403225549368,101.61865156279926,101.56713393274227,101.72083003430039,101.78482151671744,101.68663381531724,101.63895568263708,102.24846727436827,98.91205513147645,97.88933923697574,99.10359956483734,100.59747201103804
96.97433297420598,96.96835279156545,97.02599638084602,97.04236372936944,97.09530775200102,96.91038720812828,96.83793391986826,96.97074261992498,97.0813681499716,97.01033869569483,100.74316876670552,100.8338387039113,100.73276767413182,100.76062193913056,100.71820027069815,100.80911635664904,100.79269815991243,100.84059739950884,100.66138370581206,100.71189620884628,95.43818667108009,95.4140264183793,95.31626208896643,95.44199139729916,95.42385119590206,95.48875579307567,95.35594630818517,95.3411023899228,95.34874972340062,95.36151262938918,100.90765689980253,101.02634049519308,100.97282792265074,101.06563128495024,100.81275012437499,100.95413506540501,100.95024916881758,101.14020627554277,100.97287409764458,101.0246384727235,102.69017410812926,102.78241717766691,102.65227193093358,102.75273783836067,102.57937266135716,102.63349515290813,102.8555122587206,102.82787320529062,102.69978228687255,102.71909930546748,101.9716892321966,99.75116520129795,97.57795945448413,98.21480044562108,100.91661431049178
96.93260994569751,97.00407849149704,96.97165481585566,97.06430590433173,97.04303440909123,96.79929308445492,96.8193374269858,97.02132547408227,97.10693351654895,97.00518811321601,100.2121138095123,100.42716675306463,100.27275462277404,100.29163130388484,100.31415347142705,100.27523157313051,100.2867624448699,100.37406010073501,100.19400485409234,100.19359948822553,94.2163306392324,94.22304256815823,94.08093372066256,94.21466373868438,94.35717314956361,94.23892043491135,94.20647788881723,94.18057132924245,94.12916617221853,94.17913395788071,103.267212734566,103.38008483140806,103.37693657817276,103.47415433809923,103.20663059699507,103.34514181688547,103.30719275952275,103.60533181238098,103.35424686917827,103.47673321469367,101.27390131064735,101.35079221076144,101.1554384593997,101.32259728142812,101.14580007613219,101.15778677117729,101.37309835832737,101.35224281792077,101.32555913479507,101.30844815232811,102.33987523578836,101.95290702664852,96.1669768716962,98.29487914628001,100.10811279363074
97.1027923182801,97.23733631173162,97.12674004889809,97.28785315888214,97.24525346380267,96.99546546648948,96.9894405320875,97.30791250819611,97.33252869174585,97.2169952839118,100.83181623867674,101.0824353934433,100.84102129127044,100.97162502721912,100.97335178702116,100.7972270576079,101.02333610619408,101.0410835858771,100.7931458261671,100.8296010308983,93.90427089847186,93.99017375298953,93.78903386659596,93.9702156908249,94.03087884292303,93.85148329304904,93.96815475557386,93.96934197523015,93.87063115717059,93.88853678258766,102.66282679738524,102.97766941127871,102.92254848572493,103.0128183404676,102.71726603316556,102.81663286124183,102.78015001693637,103.11243455667689,102.81135676721092,103.04106783360803,102.35846743018732,102.43751598859068,102.14708360924128,102.3799021388274,102.16186012662239,102.14596654621145,102.31248800545781,102.36670651571926,102.28427190728488,102.36500639668867,103.5849407283216,101.08025523176047,96.25089259291053,98.41689037276954,100.54058646925243
98.30083192782115,98.56727491344897,98.39259104702215,98.53611926862662,98.46724258943132,98.21243739461123,98.20026625798228,98.45750978432753,98.641504665216,98.45618130674336,101.63024372314769,101.74591458119409,101.4108358841722,101.6551540989337,101.66388425493436,101.55313164446879,101.65320817577648,101.69165570512375,101.56396142443374,101.51439162337893,93.64593054294866,93.69557523905809,93.60281126800771,93.78002990678132,93.72375531010631,93.60002478114657,93.78494383728366,93.82812316639885,93.75080400031739,93.71644008342248,101.93674980879811,102.33907076703484,102.19203306374878,102.32595432251688,102.05092636978868,102.15170280941972,102.05867778347888,102.36047274471522,102.18975120616476,102.42172319180219,102.67268160931454,102.65584185024811,102.44275536033025,102.68170996258172,102.41699125898616,102.3710265166695,102.65177465972027,102.68163196064515,102.57157405855077,102.64170380251156,102.89905206418413,101.08117419222874,97.04982506496897,97.19663098388172,98.5083982246864
99.39606241154281,99.61220844209579,99.40548009977887,99.57636722168203,99.45620839440495,99.17543921244226,99.21317146981396,99.42293708903524,99.60299962720302,99.60610723786328,101.53732338842178,101.71076034375261,101.5227610160366,101.60567221096186,101.58375522955585,101.5652088089579,101.65413238978451,101.70582376200886,101.44762557658709,101.49135664659241,93.36775261272105,93.36178173682643,93.28819748757435,93.51496998249685,93.39010657665763,93.33831056024367,93.50729335630017,93.5408235214774,93.51098970955998,93.41924046135655,101.85779068261076,102.28416221872081,102.10273954590814,102.25279526610392,102.058997863154,102.12501470711581,102.04748925539694,102.34676348558206,102.12758601692975,102.38866434711255,103.19891654992381,103.21054944358418,102.96748476064785,103.21515645154503,102.92051625529967,102.89242621039611,103.065445514413,103.10510790123669,103.1434104306702,103.19110211935376,104.63235483286749,101.14987968060149,96.9166759541855,97.60410829774096,100.80939964173776
100.64443860385616,100.90710779085607,100.6697600344514,100.84781041715264,100.7366053704971,100.33641113544904,100.4894223539587,100.63586006944246,100.82163618893304,100.82152210752591,102.03207458208003,102.35219695393192,102.21233824698157,102.21646947699257,102.25952628761543,102.20668779381266,102.37510681595867,102.33077426112091,102.06411483039174,102.10806302606136,93.5304734106678,93.57178713927033,93.50100032580106,93.70947585252863,93.54738624054276,93.4767010417977,93.70557067175525,93.73719505794685,93.70606531836991,93.56289274988113,102.46401891885355,102.9319160825382,102.70199805068387,102.91159237132291,102.76019977501238,102.71529834437749,102.64915632408908,102.95586128379256,102.82462017917425,102.98754326256014,103.58219589733895,103.5791257875068,103.42677632938387,103.71181320996413,103.37708313807725,103.22629153007112,103.42302650928349,103.44928953618793,103.51708486885637,103.5827215241178,103.731537998424,101.58355693318987,97.07869660450069,97.06782346483439,98.84920528346245
101.5553420816036,101.86864604584511,101.69302390039311,101.73048751245508,101.6861365361553,101.26174391820356,101.46106485640604,101.50038783789236,101.6610023496491,101.76478411359078,103.04418024805294,103.51756050036444,103.41921669486223,103.30352488973566,103.44234261169997,103.42997583220526,103.4532677540962,103.49509120969235,103.20287096566257,103.28848971003966,93.24509404346577,93.35007613919643,93.22822499366805,93.4549321826134,93.22590731040314,93.18028457448249,93.39267735154438,93.43999600573886,93.37054982877117,93.30997506238784,102.5187798615892,102.98581841193942,102.65991488993997,103.00661706330506,102.79860693779433,102.80958271082997,102.66436260394529,103.0359083338606,102.81349654254214,103.0584916992918,104.53588423922444,104.59941484265012,104.45370965424982,104.7069752648603,104.46027147746875,104.25771033635601,104.51270908296678,104.45292820086718,104.44184020454357,104.64262358310613,103.31782606312684,101.86327464033586,98.68851112968599,97.09794955892262,98.30553544817445
101.18292906351799,101.48329805828871,101.3433297050585,101.30412492903248,101.29409152963298,100.77489330006509,101.07323921347543,101.08632275369844,101.2114431900103,101.35502172664704,103.18364837542767,103.66303981943214,103.55621797215193,103.53850293594849,103.59218331660003,103.66797453806495,103.64044496382795,103.78587620472642,103.34276243210248,103.3968841156536,94.44852446476266,94.60809373822589,94.45059544369138,94.74079660591184,94.43901587846213,94.39259475002994,94.57976336077307,94.68362233668768,94.59901104044962,94.4180076915493,104.5613509750822,104.89001457341996,104.70599786682575,105.0473200906506,104.86953396665969,104.74552263471551,104.64090494386052,104.97772827195682,104.85655767038938,105.06083729432413,106.62839374111807,106.5981774707961,106.52517235905209,106.84902494107469,106.55863038308462,106.28506499562985,106.50506494915032,106.46840620159252,106.48545096388129,106.66746000891325,102.67642397623248,100.07630546639422,96.02425977310799,97.41543001413791,98.69888060253905
